0 -0.157080 0.179293 -0.157080 -0.036493 0.049980 0.176120 0.082110 0.109480
1 0.099960 0.106306 -0.099960 -0.959931 0.082110 0.179293 0.082110 -0.033320
2 0.082110 -0.252279 -0.049980 -0.385559 0.085680 -0.036493 0.082110 0.245933
3 0.098170 0.036490 -0.098170 -0.610870 0.098170 0.014680 0.046410 0.000000
4 0.024990 0.103133 -0.014280 -0.528359 0.139230 0.103133 0.007140 -0.242759
5 0.064260 0.249106 -0.046410 -0.464892 0.085680 -0.106306 0.099960 -0.033320
6 -0.003570 0.322093 -0.032130 -0.398252 0.067830 -0.176120 0.099960 -0.106306
7 0.067830 0.325266 -0.049980 -0.112653 0.121380 -0.179293 0.010710 -0.176120
8 -0.003570 0.388732 -0.014280 0.042840 0.067830 -0.318919 0.082110 -0.112653
9 -0.060690 0.464892 0.021420 0.103133 0.121380 -0.395079 0.024990 -0.099960
10 -0.039270 0.391906 -0.014280 0.388732 0.139230 -0.395079 0.028560 -0.242759
11 -0.060690 0.464892 -0.028560 0.388732 0.139230 -0.388732 0.060690 -0.325266
12 -0.078540 0.464892 -0.032130 0.388732 0.139230 -0.464892 0.042840 -0.315746
13 -0.060690 0.534705 -0.085680 0.249106 0.139230 -0.322093 0.042840 -0.604519
14 -0.099960 0.534705 -0.049980 0.179293 0.139230 -0.391906 0.060690 -0.534705
15 -0.060690 0.464892 -0.099960 0.176120 0.139230 -0.391906 0.021420 -0.534705
16 -0.060690 0.461719 -0.085680 0.106306 0.139230 -0.322093 0.024990 -0.674332
17 -0.060690 0.391906 -0.049980 0.106306 0.139230 -0.249106 0.042840 -0.820305
18 0.010710 0.252279 -0.121380 0.179293 0.139230 -0.252279 0.024990 -0.744145
19 0.046410 0.249106 -0.157080 0.033320 0.028560 -0.391906 0.082110 -0.464892
20 -0.021420 0.249106 -0.157080 -0.106306 0.103530 -0.039667 -0.010710 -0.813958
21 -0.064260 0.106306 -0.103530 -0.033320 0.121380 -0.039667 -0.060690 -0.671158
22 -0.060690 -0.030147 -0.103530 0.030147 0.103530 0.249106 -0.014280 -1.029744
23 -0.082110 -0.036493 -0.117810 -0.033320 0.049980 0.318919 0.082110 -0.813958
24 -0.046410 -0.106306 -0.157080 -0.109480 0.032130 0.322093 0.060690 -0.398252
25 -0.064260 -0.176120 -0.103530 -0.109480 0.028560 0.391906 0.007140 -0.252279
26 -0.082110 -0.249106 -0.064260 -0.112653 -0.039270 0.464892 0.021420 -0.112653
27 -0.046410 -0.249106 -0.067830 -0.255453 0.014280 0.391906 -0.028560 0.179293
28 -0.099960 -0.388732 -0.014280 -0.112653 -0.003570 0.391906 -0.064260 0.395079
29 -0.021420 -0.391906 -0.103530 -0.245933 -0.021420 0.464892 -0.028560 0.388732
30 -0.078540 -0.388732 -0.032130 -0.325266 0.032130 0.461719 -0.082110 0.464892
31 -0.078540 -0.391906 0.003570 -0.461719 -0.021420 0.464892 -0.010710 0.458546
32 -0.060690 -0.322093 -0.028560 -0.607692 -0.021420 0.531532 -0.017850 0.322093
33 -0.007140 -0.391906 -0.067830 -0.534705 0.085680 0.464892 -0.085680 0.318919
34 -0.060690 -0.391906 -0.014280 -0.534705 0.032130 0.534705 -0.014280 0.112653
