-0.785398 -0.392699 59313
-0.706858 -0.392699 58528
-0.628319 -0.392699 55851
-0.549779 -0.392699 49911
-0.471239 -0.392699 44517
-0.392699 -0.392699 38543
-0.314159 -0.392699 30970
-0.235619 -0.392699 27677
-0.15708 -0.392699 22744
-0.0785398 -0.392699 19936
0 -0.392699 16351
0.0785398 -0.392699 14862
0.15708 -0.392699 14837
0.235619 -0.392699 15647
0.314159 -0.392699 18805
0.392699 -0.392699 22854
0.471239 -0.392699 30983
0.549779 -0.392699 37941
0.628319 -0.392699 50888
0.706858 -0.392699 60658
0.785398 -0.392699 71498

-0.785398 -0.314159 55043
-0.706858 -0.314159 55279
-0.628319 -0.314159 50735
-0.549779 -0.314159 44654
-0.471239 -0.314159 37198
-0.392699 -0.314159 28536
-0.314159 -0.314159 23197
-0.235619 -0.314159 17631
-0.15708 -0.314159 13397
-0.0785398 -0.314159 10527
0 -0.314159 9088
0.0785398 -0.314159 6728
0.15708 -0.314159 6700
0.235619 -0.314159 7478
0.314159 -0.314159 9855
0.392699 -0.314159 12217
0.471239 -0.314159 21769
0.549779 -0.314159 30379
0.628319 -0.314159 42294
0.706858 -0.314159 56747
0.785398 -0.314159 68639

-0.785398 -0.235619 52050
-0.706858 -0.235619 49617
-0.628319 -0.235619 45566
-0.549779 -0.235619 39835
-0.471239 -0.235619 30021
-0.392699 -0.235619 22311
-0.314159 -0.235619 15102
-0.235619 -0.235619 10198
-0.15708 -0.235619 6714
-0.0785398 -0.235619 4785
0 -0.235619 3442
0.0785398 -0.235619 2734
0.15708 -0.235619 2735
0.235619 -0.235619 3116
0.314159 -0.235619 3842
0.392699 -0.235619 8860
0.471239 -0.235619 14352
0.549779 -0.235619 26020
0.628319 -0.235619 37018
0.706858 -0.235619 49516
0.785398 -0.235619 67124

-0.785398 -0.15708 44774
-0.706858 -0.15708 45731
-0.628319 -0.15708 41279
-0.549779 -0.15708 35067
-0.471239 -0.15708 27148
-0.392699 -0.15708 17154
-0.314159 -0.15708 10172
-0.235619 -0.15708 6445
-0.15708 -0.15708 3894
-0.0785398 -0.15708 2420
0 -0.15708 2054
0.0785398 -0.15708 1907
0.15708 -0.15708 2018
0.235619 -0.15708 2410
0.314159 -0.15708 3174
0.392699 -0.15708 4845
0.471239 -0.15708 10791
0.549779 -0.15708 23063
0.628319 -0.15708 34170
0.706858 -0.15708 51901
0.785398 -0.15708 64503

-0.785398 -0.0785398 40376
-0.706858 -0.0785398 40990
-0.628319 -0.0785398 39099
-0.549779 -0.0785398 31704
-0.471239 -0.0785398 21662
-0.392699 -0.0785398 13955
-0.314159 -0.0785398 6899
-0.235619 -0.0785398 3192
-0.15708 -0.0785398 2321
-0.0785398 -0.0785398 1853
0 -0.0785398 1653
0.0785398 -0.0785398 1669
0.15708 -0.0785398 1894
0.235619 -0.0785398 2353
0.314159 -0.0785398 3247
0.392699 -0.0785398 6233
0.471239 -0.0785398 13929
0.549779 -0.0785398 22408
0.628319 -0.0785398 37329
0.706858 -0.0785398 50804
0.785398 -0.0785398 66688

-0.785398 0 34604
-0.706858 0 34923
-0.628319 0 34012
-0.549779 0 25854
-0.471239 0 21496
-0.392699 0 13401
-0.314159 0 5498
-0.235619 0 3027
-0.15708 0 2231
-0.0785398 0 1857
0 0 1760
0.0785398 0 1912
0.15708 0 2292
0.235619 0 2975
0.314159 0 4947
0.392699 0 10580
0.471239 0 18221
0.549779 0 28643
0.628319 0 41382
0.706858 0 55848
0.785398 0 67340

-0.785398 0.0785398 29213
-0.706858 0.0785398 30552
-0.628319 0.0785398 29406
-0.549779 0.0785398 24795
-0.471239 0.0785398 18074
-0.392699 0.0785398 14189
-0.314159 0.0785398 7214
-0.235619 0.0785398 3512
-0.15708 0.0785398 2769
-0.0785398 0.0785398 2409
0 0.0785398 2400
0.0785398 0.0785398 2708
0.15708 0.0785398 3374
0.235619 0.0785398 5554
0.314159 0.0785398 10125
0.392699 0.0785398 17442
0.471239 0.0785398 25506
0.549779 0.0785398 34936
0.628319 0.0785398 49380
0.706858 0.0785398 60990
0.785398 0.0785398 70601

-0.785398 0.15708 23222
-0.706858 0.15708 25209
-0.628319 0.15708 24212
-0.549779 0.15708 22058
-0.471239 0.15708 17940
-0.392699 0.15708 13853
-0.314159 0.15708 10660
-0.235619 0.15708 7614
-0.15708 0.15708 4798
-0.0785398 0.15708 4103
0 0.15708 3738
0.0785398 0.15708 4984
0.15708 0.15708 7392
0.235619 0.15708 13035
0.314159 0.15708 17676
0.392699 0.15708 25484
0.471239 0.15708 35073
0.549779 0.15708 45096
0.628319 0.15708 57017
0.706858 0.15708 66612
0.785398 0.15708 75567

-0.785398 0.235619 18099
-0.706858 0.235619 20586
-0.628319 0.235619 20352
-0.549779 0.235619 19741
-0.471239 0.235619 17751
-0.392699 0.235619 16215
-0.314159 0.235619 14791
-0.235619 0.235619 12016
-0.15708 0.235619 10293
-0.0785398 0.235619 8847
0 0.235619 10230
0.0785398 0.235619 11085
0.15708 0.235619 15691
0.235619 0.235619 21008
0.314159 0.235619 28818
0.392699 0.235619 35309
0.471239 0.235619 45424
0.549779 0.235619 54205
0.628319 0.235619 64610
0.706858 0.235619 70597
0.785398 0.235619 78369

-0.785398 0.314159 13881
-0.706858 0.314159 14619
-0.628319 0.314159 15865
-0.549779 0.314159 17013
-0.471239 0.314159 18337
-0.392699 0.314159 18332
-0.314159 0.314159 17324
-0.235619 0.314159 17359
-0.15708 0.314159 19301
-0.0785398 0.314159 17974
0 0.314159 19019
0.0785398 0.314159 22083
0.15708 0.314159 26632
0.235619 0.314159 31773
0.314159 0.314159 39215
0.392699 0.314159 48728
0.471239 0.314159 55994
0.549779 0.314159 64074
0.628319 0.314159 69925
0.706858 0.314159 75144
0.785398 0.314159 79481

-0.785398 0.392699 10943
-0.706858 0.392699 12100
-0.628319 0.392699 13410
-0.549779 0.392699 13971
-0.471239 0.392699 16641
-0.392699 0.392699 20872
-0.314159 0.392699 24257
-0.235619 0.392699 26905
-0.15708 0.392699 27036
-0.0785398 0.392699 29307
0 0.392699 30395
0.0785398 0.392699 33402
0.15708 0.392699 39102
0.235619 0.392699 45460
0.314159 0.392699 50906
0.392699 0.392699 57142
0.471239 0.392699 64595
0.549779 0.392699 69484
0.628319 0.392699 74659
0.706858 0.392699 78457
0.785398 0.392699 80962

