-0.785398 -0.392699 144531
-0.706858 -0.392699 127140
-0.628319 -0.392699 111083
-0.549779 -0.392699 96504
-0.471239 -0.392699 90829
-0.392699 -0.392699 84008
-0.314159 -0.392699 73313
-0.235619 -0.392699 58478
-0.15708 -0.392699 36943
-0.0785398 -0.392699 20254
0 -0.392699 6027
0.0785398 -0.392699 3672
0.15708 -0.392699 2295
0.235619 -0.392699 1653
0.314159 -0.392699 2103
0.392699 -0.392699 3621
0.471239 -0.392699 10438
0.549779 -0.392699 29519
0.628319 -0.392699 58111
0.706858 -0.392699 98036
0.785398 -0.392699 137357

-0.785398 -0.314159 117324
-0.706858 -0.314159 94764
-0.628319 -0.314159 78977
-0.549779 -0.314159 65936
-0.471239 -0.314159 62908
-0.392699 -0.314159 58376
-0.314159 -0.314159 53003
-0.235619 -0.314159 42858
-0.15708 -0.314159 28255
-0.0785398 -0.314159 15592
0 -0.314159 5490
0.0785398 -0.314159 3655
0.15708 -0.314159 2730
0.235619 -0.314159 2415
0.314159 -0.314159 3129
0.392699 -0.314159 5033
0.471239 -0.314159 17227
0.549779 -0.314159 38970
0.628319 -0.314159 69290
0.706858 -0.314159 111346
0.785398 -0.314159 148513

-0.785398 -0.235619 94649
-0.706858 -0.235619 70998
-0.628319 -0.235619 51408
-0.549779 -0.235619 41614
-0.471239 -0.235619 38459
-0.392699 -0.235619 37855
-0.314159 -0.235619 41709
-0.235619 -0.235619 34352
-0.15708 -0.235619 29074
-0.0785398 -0.235619 17126
0 -0.235619 9658
0.0785398 -0.235619 5066
0.15708 -0.235619 4468
0.235619 -0.235619 4454
0.314159 -0.235619 5474
0.392699 -0.235619 10543
0.471239 -0.235619 28596
0.549779 -0.235619 52207
0.628319 -0.235619 91461
0.706858 -0.235619 126121
0.785398 -0.235619 160848

-0.785398 -0.15708 83860
-0.706858 -0.15708 54667
-0.628319 -0.15708 35306
-0.549779 -0.15708 24870
-0.471239 -0.15708 21730
-0.392699 -0.15708 25274
-0.314159 -0.15708 31204
-0.235619 -0.15708 34258
-0.15708 -0.15708 30841
-0.0785398 -0.15708 24728
0 -0.15708 19512
0.0785398 -0.15708 14613
0.15708 -0.15708 13328
0.235619 -0.15708 13160
0.314159 -0.15708 17913
0.392699 -0.15708 27646
0.471239 -0.15708 47224
0.549779 -0.15708 74382
0.628319 -0.15708 111438
0.706858 -0.15708 147804
0.785398 -0.15708 175711

-0.785398 -0.0785398 77756
-0.706858 -0.0785398 50915
-0.628319 -0.0785398 30642
-0.549779 -0.0785398 17476
-0.471239 -0.0785398 12536
-0.392699 -0.0785398 17848
-0.314159 -0.0785398 28002
-0.235619 -0.0785398 34504
-0.15708 -0.0785398 34674
-0.0785398 -0.0785398 37033
0 -0.0785398 33999
0.0785398 -0.0785398 29286
0.15708 -0.0785398 29112
0.235619 -0.0785398 31418
0.314159 -0.0785398 37420
0.392699 -0.0785398 52946
0.471239 -0.0785398 74472
0.549779 -0.0785398 103335
0.628319 -0.0785398 136664
0.706858 -0.0785398 164009
0.785398 -0.0785398 188614

-0.785398 0 83821
-0.706858 0 54923
-0.628319 0 31897
-0.549779 0 17986
-0.471239 0 9310
-0.392699 0 13576
-0.314159 0 23098
-0.235619 0 33802
-0.15708 0 45750
-0.0785398 0 51156
0 0 53549
0.0785398 0 54996
0.15708 0 52902
0.235619 0 56363
0.314159 0 67878
0.392699 0 80883
0.471239 0 102062
0.549779 0 128614
0.628319 0 156675
0.706858 0 176106
0.785398 0 198525

-0.785398 0.0785398 95115
-0.706858 0.0785398 67118
-0.628319 0.0785398 45545
-0.549779 0.0785398 30707
-0.471239 0.0785398 18085
-0.392699 0.0785398 17921
-0.314159 0.0785398 25490
-0.235619 0.0785398 39629
-0.15708 0.0785398 54940
-0.0785398 0.0785398 65358
0 0.0785398 74434
0.0785398 0.0785398 75929
0.15708 0.0785398 79016
0.235619 0.0785398 83765
0.314159 0.0785398 93222
0.392699 0.0785398 105592
0.471239 0.0785398 125725
0.549779 0.0785398 148419
0.628319 0.0785398 170340
0.706858 0.0785398 189170
0.785398 0.0785398 203149

-0.785398 0.15708 114109
-0.706858 0.15708 87151
-0.628319 0.15708 62540
-0.549779 0.15708 48715
-0.471239 0.15708 34251
-0.392699 0.15708 36180
-0.314159 0.15708 44264
-0.235619 0.15708 56037
-0.15708 0.15708 69772
-0.0785398 0.15708 81051
0 0.15708 89711
0.0785398 0.15708 95278
0.15708 0.15708 100134
0.235619 0.15708 105271
0.314159 0.15708 113143
0.392699 0.15708 123538
0.471239 0.15708 142252
0.549779 0.15708 162809
0.628319 0.15708 179896
0.706858 0.15708 194295
0.785398 0.15708 206807

-0.785398 0.235619 142792
-0.706858 0.235619 117194
-0.628319 0.235619 97409
-0.549779 0.235619 81461
-0.471239 0.235619 67866
-0.392699 0.235619 63582
-0.314159 0.235619 69685
-0.235619 0.235619 80849
-0.15708 0.235619 94811
-0.0785398 0.235619 105493
0 0.235619 112997
0.0785398 0.235619 115087
0.15708 0.235619 118509
0.235619 0.235619 123248
0.314159 0.235619 129762
0.392699 0.235619 141394
0.471239 0.235619 155576
0.549779 0.235619 171375
0.628319 0.235619 184440
0.706858 0.235619 198926
0.785398 0.235619 209233

-0.785398 0.314159 171146
-0.706858 0.314159 154677
-0.628319 0.314159 132213
-0.549779 0.314159 119749
-0.471239 0.314159 111903
-0.392699 0.314159 106863
-0.314159 0.314159 109704
-0.235619 0.314159 118101
-0.15708 0.314159 123846
-0.0785398 0.314159 132605
0 0.314159 133342
0.0785398 0.314159 137549
0.15708 0.314159 137277
0.235619 0.314159 141764
0.314159 0.314159 146794
0.392699 0.314159 156293
0.471239 0.314159 166892
0.549779 0.314159 181489
0.628319 0.314159 191578
0.706858 0.314159 202450
0.785398 0.314159 211684

-0.785398 0.392699 200726
-0.706858 0.392699 184142
-0.628319 0.392699 173038
-0.549779 0.392699 162827
-0.471239 0.392699 153753
-0.392699 0.392699 153510
-0.314159 0.392699 155079
-0.235619 0.392699 159797
-0.15708 0.392699 160074
-0.0785398 0.392699 161084
0 0.392699 159204
0.0785398 0.392699 158146
0.15708 0.392699 161363
0.235619 0.392699 162179
0.314159 0.392699 165048
0.392699 0.392699 173731
0.471239 0.392699 180510
0.549779 0.392699 191639
0.628319 0.392699 198782
0.706858 0.392699 208108
0.785398 0.392699 214232

